channelreachidpk,channelareaidfk,sdsfeaturedescription,mediaidfk,sdsid,sdsmetadataid,sourceprojection,mileagestart,mileageend,reportedlength,depthmaintained,depthauthorized,widthfrom,widthto,datecreated,sdsfeaturename,dateuploaded,sourceagency,usacedistrictcode,dateloadedenterprise,projectedarea,areasizeuom,channelreachcategory,channelreachtype,epsg,Shape__Area,Shape__Length
CEMVR_IL_PE_MVR_18,CEMVR_IL_PE_MVR,Peoria Pool RM 175 - 176,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{62648493-1ede-4d30-b142-fa4c3b50d62b},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,175.000000000000000,176.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,34643008.122687540948391,Square Foot,Inland,non_fixed,3436,0.000343702814689,0.077216796144904
CEMVR_IL_PE_MVR_19,CEMVR_IL_PE_MVR,Peoria Pool RM 176 - 177,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{297eeb75-16e4-48f6-a5c4-609484cca237},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,176.000000000000000,177.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,32025678.157873731106520,Square Foot,Inland,non_fixed,3436,0.000317777544524,0.076789306231947
CEMVR_IL_PE_MVR_2,CEMVR_IL_PE_MVR,Peoria Pool RM 159 - 160,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{0b65ac7e-e735-47a0-8af0-defc07b9b27a},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,159.000000000000000,160.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,4676835.463540090247989,Square Foot,Inland,non_fixed,3436,0.000046266446816,0.047262253156707
CEMVR_IL_PE_MVR_20,CEMVR_IL_PE_MVR,Peoria Pool RM 177 - 178,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{623e376e-4c02-41eb-820b-c94b2c510fd7},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,177.000000000000000,178.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,36615562.888202682137489,Square Foot,Inland,non_fixed,3436,0.000363377795566,0.118982813453144
CEMVR_IL_PE_MVR_21,CEMVR_IL_PE_MVR,Peoria Pool RM 178 - 179,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{e58b290e-7055-4247-a12c-6d580cd74059},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,178.000000000000000,179.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,55621561.583901077508926,Square Foot,Inland,non_fixed,3436,0.000552098149456,0.144601091602916
CEMVR_IL_PE_MVR_22,CEMVR_IL_PE_MVR,Peoria Pool RM 179 - 180,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{5ef36812-6ed1-4482-94dc-f788f0a92991},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,179.000000000000000,180.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,38700268.365079507231712,Square Foot,Inland,non_fixed,3436,0.000384217379633,0.173256045447580
CEMVR_IL_PE_MVR_23,CEMVR_IL_PE_MVR,Peoria Pool RM 180 - 181,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{e4ba513d-fbd8-4d78-bb85-bd18b5e5039b},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,180.000000000000000,181.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,19653081.467308461666107,Square Foot,Inland,non_fixed,3436,0.000195154947050,0.173582907737221
CEMVR_IL_PE_MVR_24,CEMVR_IL_PE_MVR,Peoria Pool RM 181 - 182,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{90c4e054-c065-4e6d-8f87-5cdb070d4f90},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,181.000000000000000,182.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,17466003.623469728976488,Square Foot,Inland,non_fixed,3436,0.000173460554834,0.166057947725071
CEMVR_IL_PE_MVR_25,CEMVR_IL_PE_MVR,Peoria Pool RM 182 - 183,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{0255b958-8cd3-4e74-acd6-6dafb70bcefe},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,182.000000000000000,183.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,8283277.856266880407929,Square Foot,Inland,non_fixed,3436,0.000082285620920,0.069639955425884
CEMVR_IL_PE_MVR_26,CEMVR_IL_PE_MVR,Peoria Pool RM 183 - 184,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{6b38f86a-fef8-4c91-b1ce-e2c2196d29da},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,183.000000000000000,184.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,6420085.688738999888301,Square Foot,Inland,non_fixed,3436,0.000063789048909,0.042953989516708
CEMVR_IL_PE_MVR_27,CEMVR_IL_PE_MVR,Peoria Pool RM 184 - 185,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{21bc2be0-1f26-4672-ae40-6a985fc47d78},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,184.000000000000000,185.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,4719891.766762429848313,Square Foot,Inland,non_fixed,3436,0.000046906402986,0.036196701689853
CEMVR_IL_PE_MVR_28,CEMVR_IL_PE_MVR,Peoria Pool RM 185 - 186,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{36eb7da4-aebe-42fe-8272-719acad16b7d},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,185.000000000000000,186.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,4970989.947948889806867,Square Foot,Inland,non_fixed,3436,0.000049412036788,0.037726570058611
CEMVR_IL_PE_MVR_29,CEMVR_IL_PE_MVR,Peoria Pool RM 186 - 187,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{7ef90c8d-0df4-43db-852d-6f86b8925919},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,186.000000000000000,187.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,6999114.581817960366607,Square Foot,Inland,non_fixed,3436,0.000069584828907,0.047948528568218
CEMVR_IL_PE_MVR_3,CEMVR_IL_PE_MVR,Peoria Pool RM 160 - 161,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{2828c8e1-a193-4953-9a8f-99ac0eb53c53},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,160.000000000000000,161.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,5504396.083166279830039,Square Foot,Inland,non_fixed,3436,0.000054463049764,0.053185366568892
CEMVR_IL_PE_MVR_30,CEMVR_IL_PE_MVR,Peoria Pool RM 187 - 188,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{327f883b-77a8-4bea-a568-ca555a3eb3a0},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,187.000000000000000,188.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,9963340.622005140408874,Square Foot,Inland,non_fixed,3436,0.000099072849480,0.050824621257312
CEMVR_IL_PE_MVR_31,CEMVR_IL_PE_MVR,Peoria Pool RM 188 - 189,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{d9efc944-2f43-4109-8566-a6eb9e80f2a7},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,188.000000000000000,189.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,6164532.163698379881680,Square Foot,Inland,non_fixed,3436,0.000061312222670,0.040353368152355
CEMVR_IL_PE_MVR_32,CEMVR_IL_PE_MVR,Peoria Pool RM 189 - 190,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{75ed48df-0467-41a1-851e-368400fcd5ac},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,189.000000000000000,190.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,11711925.832701690495014,Square Foot,Inland,non_fixed,3436,0.000116509015697,0.081319534910600
CEMVR_IL_PE_MVR_33,CEMVR_IL_PE_MVR,Peoria Pool RM 190 - 191,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{d9cd3b0c-7596-4933-903d-f5b6cfb6fafc},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,190.000000000000000,191.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,8431732.075844699516892,Square Foot,Inland,non_fixed,3436,0.000083893609599,0.057827129775347
CEMVR_IL_PE_MVR_34,CEMVR_IL_PE_MVR,Peoria Pool RM 191 - 192,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{17f4741b-69c2-4586-ae9a-9bf992f74bc3},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,191.000000000000000,192.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,9673853.101445820182562,Square Foot,Inland,non_fixed,3436,0.000096270258837,0.057826750296493
CEMVR_IL_PE_MVR_35,CEMVR_IL_PE_MVR,Peoria Pool RM 192 - 193,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{50cf56f0-06c0-4f57-8c5f-896654c35261},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,192.000000000000000,193.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,6798329.971007670275867,Square Foot,Inland,non_fixed,3436,0.000067667054509,0.048204795887586
CEMVR_IL_PE_MVR_36,CEMVR_IL_PE_MVR,Peoria Pool RM 193 - 194,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{adb5e5bc-34ec-4668-99b4-d4efe0f1468e},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,193.000000000000000,194.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,7237868.509976389817894,Square Foot,Inland,non_fixed,3436,0.000072054873044,0.078030495984753
CEMVR_IL_PE_MVR_37,CEMVR_IL_PE_MVR,Peoria Pool RM 194 - 195,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{cfed759c-0731-4c77-b1c0-6254eb5b6cda},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,194.000000000000000,195.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,5436096.273390119895339,Square Foot,Inland,non_fixed,3436,0.000054125848465,0.050172857442732
CEMVR_IL_PE_MVR_38,CEMVR_IL_PE_MVR,Peoria Pool RM 195 - 196,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{6bdc9fbf-014d-4254-b366-e83780517546},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,195.000000000000000,196.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,3986400.683647499885410,Square Foot,Inland,non_fixed,3436,0.000039698596083,0.040502551844884
CEMVR_IL_PE_MVR_39,CEMVR_IL_PE_MVR,Peoria Pool RM 196 - 197,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{f01ae716-4695-453f-b532-ce03abbe6568},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,196.000000000000000,197.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,8235655.423939740285277,Square Foot,Inland,non_fixed,3436,0.000082024776930,0.066824632793052
CEMVR_IL_PE_MVR_4,CEMVR_IL_PE_MVR,Peoria Pool RM 161 - 162,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{de33c231-72a8-46e9-9e94-e0250c80ca2d},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,161.000000000000000,162.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,3857163.692422000225633,Square Foot,Inland,non_fixed,3436,0.000038170644530,0.039384107078425
CEMVR_IL_PE_MVR_40,CEMVR_IL_PE_MVR,Peoria Pool RM 197 - 198,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{e7a7139a-b71e-4b74-8588-b35d1303e0c9},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,197.000000000000000,198.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,5631232.328845050185919,Square Foot,Inland,non_fixed,3436,0.000056095040463,0.045165846937233
CEMVR_IL_PE_MVR_41,CEMVR_IL_PE_MVR,Peoria Pool RM 198 - 199,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{35208d69-89bf-4e6c-849f-b31d15547657},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,198.000000000000000,199.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,6907104.108405149541795,Square Foot,Inland,non_fixed,3436,0.000068819421358,0.039376950624700
CEMVR_IL_PE_MVR_42,CEMVR_IL_PE_MVR,Peoria Pool RM 199 - 200,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{6b9b5c05-f6ad-4c88-95e5-e4109d81e1a8},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,199.000000000000000,200.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,4407590.564317139796913,Square Foot,Inland,non_fixed,3436,0.000043923799694,0.038183200643223
CEMVR_IL_PE_MVR_43,CEMVR_IL_PE_MVR,Peoria Pool RM 200 - 201,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{f6e55359-f7bd-408e-ae58-ece48787465c},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,200.000000000000000,201.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,4461050.032672160305083,Square Foot,Inland,non_fixed,3436,0.000044465509063,0.037842577806457
CEMVR_IL_PE_MVR_44,CEMVR_IL_PE_MVR,Peoria Pool RM 201 - 202,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{21550828-84fa-4da5-b1af-245f4983bc10},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,201.000000000000000,202.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,4506007.160377039574087,Square Foot,Inland,non_fixed,3436,0.000044922562438,0.039346156397146
CEMVR_IL_PE_MVR_45,CEMVR_IL_PE_MVR,Peoria Pool RM 202 - 203,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{b97002b8-d546-4f50-964e-8323b963d4cf},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,202.000000000000000,203.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,4698456.175156270153821,Square Foot,Inland,non_fixed,3436,0.000046851288744,0.047280223908526
CEMVR_IL_PE_MVR_46,CEMVR_IL_PE_MVR,Peoria Pool RM 203 - 204,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{01aaa017-cf36-4dec-b15f-09c0868f74ee},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,203.000000000000000,204.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,4554381.835376979783177,Square Foot,Inland,non_fixed,3436,0.000045422891844,0.050941054286514
CEMVR_IL_PE_MVR_47,CEMVR_IL_PE_MVR,Peoria Pool RM 204 - 205,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{83f110f2-318b-4f48-a3ba-55ad64c319e8},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,204.000000000000000,205.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,3961762.637742300052196,Square Foot,Inland,non_fixed,3436,0.000039519428356,0.038486878965543
CEMVR_IL_PE_MVR_48,CEMVR_IL_PE_MVR,Peoria Pool RM 205 - 206,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{26feab15-ba6d-49ad-b6fa-14f01bf12eaf},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,205.000000000000000,206.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,4589571.280764630064368,Square Foot,Inland,non_fixed,3436,0.000045790950480,0.036512467733189
CEMVR_IL_PE_MVR_49,CEMVR_IL_PE_MVR,Peoria Pool RM 206 - 207,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{607159a6-23ec-4a47-b2cc-7edea4b487d9},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,206.000000000000000,207.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,5045413.285994850099087,Square Foot,Inland,non_fixed,3436,0.000050349701041,0.036168547200082
CEMVR_IL_PE_MVR_5,CEMVR_IL_PE_MVR,Peoria Pool RM 162 - 163,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{62212b86-cb61-4f67-a386-36fe76d2eb4e},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,162.000000000000000,163.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,6534770.696126700378954,Square Foot,Inland,non_fixed,3436,0.000064678052468,0.063154465002100
CEMVR_IL_PE_MVR_50,CEMVR_IL_PE_MVR,Peoria Pool RM 207 - 208,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{dba470d1-8aee-41f4-a48d-5d8cde6aa2c3},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,207.000000000000000,208.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,5104782.576107989996672,Square Foot,Inland,non_fixed,3436,0.000050952812217,0.053029213212094
CEMVR_IL_PE_MVR_51,CEMVR_IL_PE_MVR,Peoria Pool RM 208 - 209,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{d30dcb6f-71aa-4fee-a919-ca8c175ac664},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,208.000000000000000,209.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,4658243.958898710086942,Square Foot,Inland,non_fixed,3436,0.000046504921556,0.039493441978235
CEMVR_IL_PE_MVR_52,CEMVR_IL_PE_MVR,Peoria Pool RM 209 - 210,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{0d1d1295-05f7-4d81-b674-7320b121f0a1},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,209.000000000000000,210.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,4281859.543051069602370,Square Foot,Inland,non_fixed,3436,0.000042755683580,0.039091298402890
CEMVR_IL_PE_MVR_53,CEMVR_IL_PE_MVR,Peoria Pool RM 210 - 211,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{65d4a8b3-2285-4a73-a11a-78f4ddca8d1b},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,210.000000000000000,211.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway Peoria Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,4104877.910317310132086,Square Foot,Inland,non_fixed,3436,0.000040997665565,0.039977697097683
