channelreachidpk,channelareaidfk,sdsfeaturedescription,mediaidfk,sdsid,sdsmetadataid,sourceprojection,mileagestart,mileageend,reportedlength,depthmaintained,depthauthorized,widthfrom,widthto,datecreated,sdsfeaturename,dateuploaded,sourceagency,usacedistrictcode,dateloadedenterprise,projectedarea,areasizeuom,channelreachcategory,channelreachtype,epsg,Shape__Area,Shape__Length
CEMVR_UM_19_MVR_20,CEMVR_UM_19_MVR,Pool 19 RM 390 - 391,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{51de2db0-5285-46c7-993e-8b9063390ae4},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,390.000000000000000,391.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 19,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,22204172.363327991217375,Square Foot,Inland,non_fixed,3436,0.000219599285856,0.096631395522594
CEMVR_UM_19_MVR_21,CEMVR_UM_19_MVR,Pool 19 RM 389 - 390,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{862e99ae-d0d4-45f7-9d48-9625d79cd231},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,389.000000000000000,390.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 19,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,23061559.325188379734755,Square Foot,Inland,non_fixed,3436,0.000228055233265,0.104177638775730
CEMVR_UM_19_MVR_22,CEMVR_UM_19_MVR,Pool 19 RM 388 - 389,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{acf73cff-6e07-44e7-b01c-7965a23a3067},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,388.000000000000000,389.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 19,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,20989937.502388980239630,Square Foot,Inland,non_fixed,3436,0.000207568533142,0.086354809050413
CEMVR_UM_19_MVR_23,CEMVR_UM_19_MVR,Pool 19 RM 387 - 388,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{651f3ec6-b0c3-4f69-92c1-70be8f15a4ff},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,387.000000000000000,388.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 19,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,18169561.558166731148958,Square Foot,Inland,non_fixed,3436,0.000179676253993,0.056888535890805
CEMVR_UM_19_MVR_24,CEMVR_UM_19_MVR,Pool 19 RM 386 - 387,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{12df60b8-31d7-4c3b-ab24-e28280a50f7b},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,386.000000000000000,387.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 19,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,20077586.360686808824539,Square Foot,Inland,non_fixed,3436,0.000198540687734,0.063125522127670
CEMVR_UM_19_MVR_25,CEMVR_UM_19_MVR,Pool 19 RM 385 - 386,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{5ee617af-62d6-4eda-806a-2b66ab5aafd9},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,385.000000000000000,386.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 19,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,15183869.756064079701900,Square Foot,Inland,non_fixed,3436,0.000150141180939,0.060410790780977
CEMVR_UM_19_MVR_26,CEMVR_UM_19_MVR,Pool 19 RM 384 - 385,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{17c24428-6add-45e1-b354-0066ce9b638b},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,384.000000000000000,385.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 19,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,20603056.511429648846388,Square Foot,Inland,non_fixed,3436,0.000203707761557,0.083813421836241
CEMVR_UM_19_MVR_27,CEMVR_UM_19_MVR,Pool 19 RM 383 - 384,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{9143ccd4-ed10-4cc2-b8bb-9541b1187448},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,383.000000000000000,384.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 19,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,25293719.019174050539732,Square Foot,Inland,non_fixed,3436,0.000250064319971,0.114603190220535
CEMVR_UM_19_MVR_28,CEMVR_UM_19_MVR,Pool 19 RM 382 - 383,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{5ab82c72-4929-4033-8b37-29dfdafcca6e},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,382.000000000000000,383.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 19,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,31926920.240510839968920,Square Foot,Inland,non_fixed,3436,0.000315615652880,0.078592068440816
CEMVR_UM_19_MVR_29,CEMVR_UM_19_MVR,Pool 19 RM 381 - 382,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{f6ec30f6-0089-4469-b765-3ea1355e8678},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,381.000000000000000,382.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 19,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,33802141.437335938215256,Square Foot,Inland,non_fixed,3436,0.000334127154929,0.116420156686096
CEMVR_UM_19_MVR_3,CEMVR_UM_19_MVR,Pool 19 RM 407 - 408,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{c5955bb2-1a6d-4294-ab56-a7034d61c8f0},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,407.000000000000000,408.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 19,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,7732514.309545510448515,Square Foot,Inland,non_fixed,3436,0.000076709952964,0.050724573046223
CEMVR_UM_19_MVR_30,CEMVR_UM_19_MVR,Pool 19 RM 380 - 381,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{64499ec9-51e9-458e-bb4c-2202424203d5},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,380.000000000000000,381.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 19,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,37544445.747856602072716,Square Foot,Inland,non_fixed,3436,0.000371081031062,0.106688200250149
CEMVR_UM_19_MVR_31,CEMVR_UM_19_MVR,Pool 19 RM 379 - 380,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{69cea822-1c07-48a3-b4b9-f5717ec4d790},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,379.000000000000000,380.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 19,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,43529446.968283407390118,Square Foot,Inland,non_fixed,3436,0.000430173599852,0.100000685963107
CEMVR_UM_19_MVR_32,CEMVR_UM_19_MVR,Pool 19 RM 378 - 379,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{fbdcbd39-a097-4451-b2af-ebe299066f7d},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,378.000000000000000,379.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 19,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,39712335.374420359730721,Square Foot,Inland,non_fixed,3436,0.000392392519416,0.113890572444763
CEMVR_UM_19_MVR_33,CEMVR_UM_19_MVR,Pool 19 RM 377 - 378,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{e16254aa-0062-416e-aa9a-bc482cf8a2bc},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,377.000000000000000,378.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 19,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,43022141.162975750863552,Square Foot,Inland,non_fixed,3436,0.000425036914294,0.097664429164822
CEMVR_UM_19_MVR_34,CEMVR_UM_19_MVR,Pool 19 RM 376 - 377,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{ceaedc76-f4b6-4bcb-af52-4fc4110f23d5},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,376.000000000000000,377.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 19,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,53300458.818496182560921,Square Foot,Inland,non_fixed,3436,0.000526510325471,0.123816900495762
CEMVR_UM_19_MVR_35,CEMVR_UM_19_MVR,Pool 19 RM 375 - 376,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{46bb7c1c-9c96-42b6-8bf9-f476ac451424},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,375.000000000000000,376.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 19,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,60155870.180275432765484,Square Foot,Inland,non_fixed,3436,0.000594059217747,0.099680487916830
CEMVR_UM_19_MVR_36,CEMVR_UM_19_MVR,Pool 19 RM 374 - 375,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{b95638ed-d88e-4185-b39f-714d6cfb6183},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,374.000000000000000,375.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 19,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,24797118.670698579400778,Square Foot,Inland,non_fixed,3436,0.000244826754169,0.076425885067498
CEMVR_UM_19_MVR_37,CEMVR_UM_19_MVR,Pool 19 RM 373 - 374,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{e93e0294-b0af-42dd-9ed3-43fb6f7fb852},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,373.000000000000000,374.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 19,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,24922380.590337060391903,Square Foot,Inland,non_fixed,3436,0.000246039213152,0.077209410949063
CEMVR_UM_19_MVR_38,CEMVR_UM_19_MVR,Pool 19 RM 372 - 373,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{81e6bb05-6e5b-49bb-bda9-c211e7aab176},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,372.000000000000000,373.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 19,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,27211443.512014869600534,Square Foot,Inland,non_fixed,3436,0.000268590931910,0.071626824465732
CEMVR_UM_19_MVR_39,CEMVR_UM_19_MVR,Pool 19 RM 371 - 372,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{e0b2550e-a0e3-4ddb-b1aa-11e9dde4deda},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,371.000000000000000,372.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 19,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,27546164.059904530644417,Square Foot,Inland,non_fixed,3436,0.000271838535582,0.071382229906839
CEMVR_UM_19_MVR_4,CEMVR_UM_19_MVR,Pool 19 RM 406 - 407,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{447e9a54-e3a4-4e43-bb5b-c918d986b39f},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,406.000000000000000,407.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 19,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,10351707.310103369876742,Square Foot,Inland,non_fixed,3436,0.000102678062149,0.056273527416277
CEMVR_UM_19_MVR_40,CEMVR_UM_19_MVR,Pool 19 RM 370 - 371,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{b5d8f127-468e-4f88-846c-205795e6b686},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,370.000000000000000,371.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 19,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,25654760.348055668175220,Square Foot,Inland,non_fixed,3436,0.000253118522096,0.064916067804212
CEMVR_UM_19_MVR_41,CEMVR_UM_19_MVR,Pool 19 RM 369 - 370,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{0bde4317-322c-4a6e-9776-5f42be1eb9a9},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,369.000000000000000,370.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 19,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,25287085.175517980009317,Square Foot,Inland,non_fixed,3436,0.000249439678328,0.064964577153838
CEMVR_UM_19_MVR_42,CEMVR_UM_19_MVR,Pool 19 RM 368 - 369,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{cbffc3a8-f0ea-4ed7-8896-dd203087abec},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,368.000000000000000,369.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 19,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,29339519.771671880036592,Square Foot,Inland,non_fixed,3436,0.000289352283744,0.075804753249301
CEMVR_UM_19_MVR_43,CEMVR_UM_19_MVR,Pool 19 RM 367 - 368,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{09222b59-a444-438c-87d6-b46ed9fae0e9},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,367.000000000000000,368.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 19,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,28726057.996789541095495,Square Foot,Inland,non_fixed,3436,0.000283242533669,0.069460636434431
CEMVR_UM_19_MVR_44,CEMVR_UM_19_MVR,Pool 19 RM 366 - 367,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{992b40c7-958d-4758-a879-6b838e45c510},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,366.000000000000000,367.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 19,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,30271496.430081129074097,Square Foot,Inland,non_fixed,3436,0.000298410157939,0.076850835091998
CEMVR_UM_19_MVR_45,CEMVR_UM_19_MVR,Pool 19 RM 365 - 366,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{6b2c3e87-cfa7-408f-b980-d14451141021},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,365.000000000000000,366.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 19,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,28149609.031731158494949,Square Foot,Inland,non_fixed,3436,0.000277440945183,0.071559687445342
CEMVR_UM_19_MVR_46,CEMVR_UM_19_MVR,Pool 19 RM 364.3 - 365,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{ac83a2fa-9a16-4525-b920-db640a6f4646},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,364.300000000000011,365.000000000000000,0.700000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 19,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,19511851.306771591305733,Square Foot,Inland,non_fixed,3436,0.000192278758277,0.088572535302795
CEMVR_UM_19_MVR_5,CEMVR_UM_19_MVR,Pool 19 RM 405 - 406,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{92f44004-df10-4185-afa0-7b4c975c2f91},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,405.000000000000000,406.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 19,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,11218267.291789460927248,Square Foot,Inland,non_fixed,3436,0.000111255383217,0.060690507251466
CEMVR_UM_19_MVR_6,CEMVR_UM_19_MVR,Pool 19 RM 404 - 405,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{6dacfe84-59a3-48f4-a560-bbd652761cf4},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,404.000000000000000,405.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 19,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,11478172.152109550312161,Square Foot,Inland,non_fixed,3436,0.000113813988264,0.071869710882096
CEMVR_UM_19_MVR_7,CEMVR_UM_19_MVR,Pool 19 RM 403 - 404,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{c0b7671a-c285-4440-a995-5154747c6cad},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,403.000000000000000,404.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 19,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,11428872.719348410144448,Square Foot,Inland,non_fixed,3436,0.000113301781994,0.052745097371321
CEMVR_UM_19_MVR_8,CEMVR_UM_19_MVR,Pool 19 RM 402 - 403,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{f3a3290d-5e7a-47f8-a6e7-ecd83f9e8ccc},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,402.000000000000000,403.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 19,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,18978575.990853011608124,Square Foot,Inland,non_fixed,3436,0.000188104067320,0.061584193569037
CEMVR_UM_19_MVR_9,CEMVR_UM_19_MVR,Pool 19 RM 401 - 402,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{344ea5f3-e2d5-4208-8a8b-f3c50965ff32},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,401.000000000000000,402.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 19,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,9514635.935322050005198,Square Foot,Inland,non_fixed,3436,0.000094283538601,0.044719041114500
CEMVR_UM_20_MVR_1,CEMVR_UM_20_MVR,Pool 20 RM 363 - 364.3,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{9dfd8846-ed00-47b7-b850-31bae12da891},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,363.000000000000000,364.300000000000011,1.300000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 20,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,25761229.262960761785507,Square Foot,Inland,non_fixed,3436,0.000253810962931,0.124866090296916
CEMVR_UM_20_MVR_10,CEMVR_UM_20_MVR,Pool 20 RM 354 - 355,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{8dced767-5947-402d-9bed-5df6e211fa8b},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,354.000000000000000,355.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 20,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,13698654.031054940074682,Square Foot,Inland,non_fixed,3436,0.000134774948719,0.056780401796118
CEMVR_UM_20_MVR_11,CEMVR_UM_20_MVR,Pool 20 RM 353 - 354,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{5a763ac3-24da-44b5-b788-79f0a1c0b75f},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,353.000000000000000,354.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 20,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,11323082.116045029833913,Square Foot,Inland,non_fixed,3436,0.000111380202270,0.052348973332722
CEMVR_UM_20_MVR_12,CEMVR_UM_20_MVR,Pool 20 RM 352 - 353,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{85096daa-a82b-40aa-88cc-123145df3bea},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,352.000000000000000,353.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 20,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,12326616.516383249312639,Square Foot,Inland,non_fixed,3436,0.000121227917134,0.045160271798523
CEMVR_UM_20_MVR_13,CEMVR_UM_20_MVR,Pool 20 RM 351 - 352,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{b4491fc5-48e3-483b-b9b6-e93db8be609a},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,351.000000000000000,352.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 20,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,16127025.245861180126667,Square Foot,Inland,non_fixed,3436,0.000158571887596,0.060136540461658
CEMVR_UM_20_MVR_14,CEMVR_UM_20_MVR,Pool 20 RM 350 - 351,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{0a95ce45-2253-4781-bcc5-104899b1e7d4},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,350.000000000000000,351.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 20,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,10518066.319432469084859,Square Foot,Inland,non_fixed,3436,0.000103399765976,0.049868287680076
