SurveyDateStamp	SurveyType	SurveyID	Reach_Name	Reach_ID	Cell_Size	Use	pctCoverage
20130402		IL_LP_MVR_20130402_CS_30603070_13A	Lockport Pool RM 305 - 306	IL_LP_MVR_15	10	1	2.44
20210304		IL_CS_MVR_20210304_CS_30503070_21A	Lockport Pool RM 305 - 306	IL_LP_MVR_15	10	1	95.26
20210304		IL_LP_MVR_20210304_CS_30503070_21A	Lockport Pool RM 305 - 306	IL_LP_MVR_15	10	1	95.26
20010228		IL_LP_MVR_20010228_CS_30303100_01A	Lockport Pool RM 306 - 307	IL_LP_MVR_16	10	1	84.77
20040218		IL_LP_MVR_20040218_CS_30603070_04A	Lockport Pool RM 306 - 307	IL_LP_MVR_16	10	1	94.47
20130320		IL_LP_MVR_20130320_CS_30503060_13A	Lockport Pool RM 306 - 307	IL_LP_MVR_16	10	1	7.13
20130402		IL_LP_MVR_20130402_CS_30603070_13A	Lockport Pool RM 306 - 307	IL_LP_MVR_16	10	1	86.35
20210304		IL_CS_MVR_20210304_CS_30503070_21A	Lockport Pool RM 306 - 307	IL_LP_MVR_16	10	1	95.6
20210304		IL_CS_MVR_20210304_CS_30703090_21A	Lockport Pool RM 306 - 307	IL_LP_MVR_16	10	1	3.41
20210304		IL_LP_MVR_20210304_CS_30503070_21A	Lockport Pool RM 306 - 307	IL_LP_MVR_16	10	1	95.6
20210304		IL_LP_MVR_20210304_CS_30703090_21A	Lockport Pool RM 306 - 307	IL_LP_MVR_16	10	1	3.41
20010228		IL_LP_MVR_20010228_CS_30303100_01A	Lockport Pool RM 307 - 308	IL_LP_MVR_17	10	1	81.13
20040211		IL_LP_MVR_20040211_CS_30803090_04A	Lockport Pool RM 307 - 308	IL_LP_MVR_17	10	1	9.76
20040218		IL_LP_MVR_20040218_CS_30703080_04A	Lockport Pool RM 307 - 308	IL_LP_MVR_17	10	1	92.62
20130402		IL_LP_MVR_20130402_CS_30603070_13A	Lockport Pool RM 307 - 308	IL_LP_MVR_17	10	1	6.97
20130402		IL_LP_MVR_20130402_CS_30703080_13A	Lockport Pool RM 307 - 308	IL_LP_MVR_17	10	1	83.39
20210304		IL_CS_MVR_20210304_CS_30503070_21A	Lockport Pool RM 307 - 308	IL_LP_MVR_17	10	1	5.14
20210304		IL_CS_MVR_20210304_CS_30703090_21A	Lockport Pool RM 307 - 308	IL_LP_MVR_17	10	1	96.7
20210304		IL_LP_MVR_20210304_CS_30503070_21A	Lockport Pool RM 307 - 308	IL_LP_MVR_17	10	1	5.14
20210304		IL_LP_MVR_20210304_CS_30703090_21A	Lockport Pool RM 307 - 308	IL_LP_MVR_17	10	1	96.7
20010228		IL_LP_MVR_20010228_CS_30303100_01A	Lockport Pool RM 308 - 309	IL_LP_MVR_18	10	1	78.11
20040211		IL_LP_MVR_20040211_CS_30803090_04A	Lockport Pool RM 308 - 309	IL_LP_MVR_18	10	1	90.34
20130402		IL_LP_MVR_20130402_CS_30703080_13A	Lockport Pool RM 308 - 309	IL_LP_MVR_18	10	1	4.25
20130402		IL_LP_MVR_20130402_CS_30803090_13A	Lockport Pool RM 308 - 309	IL_LP_MVR_18	10	1	75.67
20130403		IL_LP_MVR_20130403_CS_30903010_13A	Lockport Pool RM 308 - 309	IL_LP_MVR_18	10	1	1.76
20210304		IL_CS_MVR_20210304_CS_30703090_21A	Lockport Pool RM 308 - 309	IL_LP_MVR_18	10	1	77.63
20210304		IL_LP_MVR_20210304_CS_30703090_21A	Lockport Pool RM 308 - 309	IL_LP_MVR_18	10	1	77.63
20210305		IL_CS_MVR_20210305_CS_30903110_21A	Lockport Pool RM 308 - 309	IL_LP_MVR_18	10	1	1.16
20210305		IL_LP_MVR_20210305_CS_30903110_21A	Lockport Pool RM 308 - 309	IL_LP_MVR_18	10	1	1.16
20010228		IL_LP_MVR_20010228_CS_30303100_01A	Lockport Pool RM 309 - 310	IL_LP_MVR_19	10	1	78.63
20040211		IL_LP_MVR_20040211_CS_30803090_04A	Lockport Pool RM 309 - 310	IL_LP_MVR_19	10	1	1.53
20040211		IL_LP_MVR_20040211_CS_30903100_04A	Lockport Pool RM 309 - 310	IL_LP_MVR_19	10	1	90.74
20130402		IL_LP_MVR_20130402_CS_30803090_13A	Lockport Pool RM 309 - 310	IL_LP_MVR_19	10	1	1.86
20130403		IL_LP_MVR_20130403_CS_30903010_13A	Lockport Pool RM 309 - 310	IL_LP_MVR_19	10	1	76.67
20130403		IL_LP_MVR_20130403_CS_31003110_13A	Lockport Pool RM 309 - 310	IL_LP_MVR_19	10	1	3.61
20210304		IL_CS_MVR_20210304_CS_30703090_21A	Lockport Pool RM 309 - 310	IL_LP_MVR_19	10	1	5.53
20210304		IL_LP_MVR_20210304_CS_30703090_21A	Lockport Pool RM 309 - 310	IL_LP_MVR_19	10	1	5.53
20210305		IL_CS_MVR_20210305_CS_30903110_21A	Lockport Pool RM 309 - 310	IL_LP_MVR_19	10	1	80.2
20210305		IL_LP_MVR_20210305_CS_30903110_21A	Lockport Pool RM 309 - 310	IL_LP_MVR_19	10	1	80.2
20010228		IL_LP_MVR_20010228_CS_30303100_01A	Lockport Pool RM 310 - 311	IL_LP_MVR_20	10	1	1.25
20040210		IL_LP_MVR_20040210_CS_31003110_04A	Lockport Pool RM 310 - 311	IL_LP_MVR_20	10	1	86.6
20130403		IL_LP_MVR_20130403_CS_30903010_13A	Lockport Pool RM 310 - 311	IL_LP_MVR_20	10	1	2.02
20130403		IL_LP_MVR_20130403_CS_31003110_13A	Lockport Pool RM 310 - 311	IL_LP_MVR_20	10	1	77.07
20210305		IL_CS_MVR_20210305_CS_30903110_21A	Lockport Pool RM 310 - 311	IL_LP_MVR_20	10	1	79.06
20210305		IL_LP_MVR_20210305_CS_30903110_21A	Lockport Pool RM 310 - 311	IL_LP_MVR_20	10	1	79.06
20040210		IL_LP_MVR_20040210_CS_31103120_04A	Lockport Pool RM 311 - 312	IL_LP_MVR_21	10	1	87.98
20130403		IL_LP_MVR_20130403_CS_31003110_13A	Lockport Pool RM 311 - 312	IL_LP_MVR_21	10	1	9.47
20130403		IL_LP_MVR_20130403_CS_31103120_13A	Lockport Pool RM 311 - 312	IL_LP_MVR_21	10	1	66.84
20130416		IL_LP_MVR_20130416_CS_31203130_13A	Lockport Pool RM 311 - 312	IL_LP_MVR_21	10	1	1.36
20210305		IL_CS_MVR_20210305_CS_30113130_21A	Lockport Pool RM 311 - 312	IL_LP_MVR_21	10	1	70.7
20210305		IL_CS_MVR_20210305_CS_30903110_21A	Lockport Pool RM 311 - 312	IL_LP_MVR_21	10	1	5.6
20210305		IL_LP_MVR_20210305_CS_30113130_21A	Lockport Pool RM 311 - 312	IL_LP_MVR_21	10	1	70.7
20210305		IL_LP_MVR_20210305_CS_30903110_21A	Lockport Pool RM 311 - 312	IL_LP_MVR_21	10	1	5.6
20010227		IL_LP_MVR_20010227_CS_31203150_01A	Lockport Pool RM 312 - 313	IL_LP_MVR_22	10	1	73.15
20040210		IL_LP_MVR_20040210_CS_31203130_04A	Lockport Pool RM 312 - 313	IL_LP_MVR_22	10	1	88.51
20130403		IL_LP_MVR_20130403_CS_31103120_13A	Lockport Pool RM 312 - 313	IL_LP_MVR_22	10	1	3.72
20130416		IL_LP_MVR_20130416_CS_31203130_13A	Lockport Pool RM 312 - 313	IL_LP_MVR_22	10	1	75.01
20210305		IL_CS_MVR_20210305_CS_30113130_21A	Lockport Pool RM 312 - 313	IL_LP_MVR_22	10	1	77.19
20210305		IL_LP_MVR_20210305_CS_30113130_21A	Lockport Pool RM 312 - 313	IL_LP_MVR_22	10	1	77.19
20010227		IL_LP_MVR_20010227_CS_31203150_01A	Lockport Pool RM 313 - 314	IL_LP_MVR_23	10	1	73.14
20040203		IL_LP_MVR_20040203_CS_31303140_04A	Lockport Pool RM 313 - 314	IL_LP_MVR_23	10	1	87.71
20130416		IL_LP_MVR_20130416_CS_31303140_13A	Lockport Pool RM 313 - 314	IL_LP_MVR_23	10	1	68.95
20210305		IL_CS_MVR_20210305_CS_30113130_21A	Lockport Pool RM 313 - 314	IL_LP_MVR_23	10	1	4.32
20210305		IL_CS_MVR_20210305_CS_31303132_21A	Lockport Pool RM 313 - 314	IL_LP_MVR_23	10	1	14.72
20210305		IL_LP_MVR_20210305_CS_30113130_21A	Lockport Pool RM 313 - 314	IL_LP_MVR_23	10	1	4.32
20210305		IL_LP_MVR_20210305_CS_31303132_21A	Lockport Pool RM 313 - 314	IL_LP_MVR_23	10	1	14.72
20010227		IL_LP_MVR_20010227_CS_31203150_01A	Lockport Pool RM 314 - 315	IL_LP_MVR_24	10	1	72.21
20040203		IL_LP_MVR_20040203_CS_31403150_04A	Lockport Pool RM 314 - 315	IL_LP_MVR_24	10	1	85.83
20130416		IL_LP_MVR_20130416_CS_31303140_13A	Lockport Pool RM 314 - 315	IL_LP_MVR_24	10	1	5.01
20130416		IL_LP_MVR_20130416_CS_31403150_13A	Lockport Pool RM 314 - 315	IL_LP_MVR_24	10	1	70.83
20130418		IL_LP_MVR_20130418_CS_31503160_13A	Lockport Pool RM 314 - 315	IL_LP_MVR_24	10	1	1.71
20010220		IL_LP_MVR_20010220_CS_31603200_01A	Lockport Pool RM 315 - 316	IL_LP_MVR_25	10	1	1.64
20010227		IL_LP_MVR_20010227_CS_31203150_01A	Lockport Pool RM 315 - 316	IL_LP_MVR_25	10	1	3.13
20040203		IL_LP_MVR_20040203_CS_31503160_04A	Lockport Pool RM 315 - 316	IL_LP_MVR_25	10	1	87.14
20130416		IL_LP_MVR_20130416_CS_31403150_13A	Lockport Pool RM 315 - 316	IL_LP_MVR_25	10	1	2.63
20130418		IL_LP_MVR_20130418_CS_31503160_13A	Lockport Pool RM 315 - 316	IL_LP_MVR_25	10	1	71.99
20010220		IL_LP_MVR_20010220_CS_31603200_01A	Lockport Pool RM 316 - 317	IL_LP_MVR_26	10	1	77.72
20040303		IL_LP_MVR_20040303_CS_31603170_04A	Lockport Pool RM 316 - 317	IL_LP_MVR_26	10	1	87
20130418		IL_LP_MVR_20130418_CS_31503160_13A	Lockport Pool RM 316 - 317	IL_LP_MVR_26	10	1	3.98
20130418		IL_LP_MVR_20130418_CS_31603170_13A	Lockport Pool RM 316 - 317	IL_LP_MVR_26	10	1	77.44
20010220		IL_LP_MVR_20010220_CS_31603200_01A	Lockport Pool RM 317 - 318	IL_LP_MVR_27	10	1	73.11
20040303		IL_LP_MVR_20040303_CS_31703180_04A	Lockport Pool RM 317 - 318	IL_LP_MVR_27	10	1	78.44
20050120		IL_LP_MVR_20050120_CS_31733175_05A	Lockport Pool RM 317 - 318	IL_LP_MVR_27	10	1	9.12
20130418		IL_LP_MVR_20130418_CS_31603170_13A	Lockport Pool RM 317 - 318	IL_LP_MVR_27	10	1	3.97
20130418		IL_LP_MVR_20130418_CS_31703180_13A	Lockport Pool RM 317 - 318	IL_LP_MVR_27	10	1	71.55
20010220		IL_LP_MVR_20010220_CS_31603200_01A	Lockport Pool RM 318 - 319	IL_LP_MVR_28	10	1	64.82
20040303		IL_LP_MVR_20040303_CS_31703180_04A	Lockport Pool RM 318 - 319	IL_LP_MVR_28	10	1	1.22
20040303		IL_LP_MVR_20040303_CS_31803190_04A	Lockport Pool RM 318 - 319	IL_LP_MVR_28	10	1	69.65
20130410		IL_LP_MVR_20130410_CS_31803190_13A	Lockport Pool RM 318 - 319	IL_LP_MVR_28	10	1	60.14
20130418		IL_LP_MVR_20130418_CS_31703180_13A	Lockport Pool RM 318 - 319	IL_LP_MVR_28	10	1	1.63
20010220		IL_LP_MVR_20010220_CS_31603200_01A	Lockport Pool RM 319 - 320	IL_LP_MVR_29	10	1	66.28
20040303		IL_LP_MVR_20040303_CS_31903200_04A	Lockport Pool RM 319 - 320	IL_LP_MVR_29	10	1	73.6
20040304		IL_LP_MVR_20040304_CS_32003210_04A	Lockport Pool RM 319 - 320	IL_LP_MVR_29	10	1	1.74
20130410		IL_LP_MVR_20130410_CS_31803190_13A	Lockport Pool RM 319 - 320	IL_LP_MVR_29	10	1	1.85
20130410		IL_LP_MVR_20130410_CS_31903200_13A	Lockport Pool RM 319 - 320	IL_LP_MVR_29	10	1	56.24
20130411		IL_LP_MVR_20130411_CS_32003210_13A	Lockport Pool RM 319 - 320	IL_LP_MVR_29	10	1	2.66
20010220		IL_LP_MVR_20010220_CS_31603200_01A	Lockport Pool RM 320 - 321	IL_LP_MVR_30	10	1	5.26
20040303		IL_LP_MVR_20040303_CS_31903200_04A	Lockport Pool RM 320 - 321	IL_LP_MVR_30	10	1	1.15
20040304		IL_LP_MVR_20040304_CS_32003210_04A	Lockport Pool RM 320 - 321	IL_LP_MVR_30	10	1	83.6
20130410		IL_LP_MVR_20130410_CS_31903200_13A	Lockport Pool RM 320 - 321	IL_LP_MVR_30	10	1	3.56
20130411		IL_LP_MVR_20130411_CS_32003210_13A	Lockport Pool RM 320 - 321	IL_LP_MVR_30	10	1	68.84
20040302		IL_LP_MVR_20040302_CS_32103220_04A	Lockport Pool RM 321 - 322	IL_LP_MVR_31	10	1	36.82
20090217		IL_LP_MVR_20090217_CS_32103220_09A	Lockport Pool RM 321 - 322	IL_LP_MVR_31	10	1	63.52
20130411		IL_LP_MVR_20130411_CS_32003210_13A	Lockport Pool RM 321 - 322	IL_LP_MVR_31	10	1	4.7
20130411		IL_LP_MVR_20130411_CS_32103220_13A	Lockport Pool RM 321 - 322	IL_LP_MVR_31	10	1	27.52
20040302		IL_LP_MVR_20040302_CS_32103220_04A	Lockport Pool RM 322 - 323	IL_LP_MVR_32	10	1	1.7
20040302		IL_LP_MVR_20040302_CS_32203235_04A	Lockport Pool RM 322 - 323	IL_LP_MVR_32	10	1	73.55
20090211		IL_LP_MVR_20090211_CS_32203230_09A	Lockport Pool RM 322 - 323	IL_LP_MVR_32	10	1	76.55
20090217		IL_LP_MVR_20090217_CS_32103220_09A	Lockport Pool RM 322 - 323	IL_LP_MVR_32	10	1	2.83
20130411		IL_LP_MVR_20130411_CS_32103220_13A	Lockport Pool RM 322 - 323	IL_LP_MVR_32	10	1	1.42
20180131		IL_LP_MVR_20180131_CS_32203230_18A	Lockport Pool RM 322 - 323	IL_LP_MVR_32	10	1	57.71
20180131		IL_LP_MVR_20180131_CS_32303240_18A	Lockport Pool RM 322 - 323	IL_LP_MVR_32	10	1	1.43
20040211		IL_LP_MVR_20040211_CS_32353243_04A	Lockport Pool RM 323 - 324	IL_LP_MVR_33	10	1	51.17
20040302		IL_LP_MVR_20040302_CS_32203235_04A	Lockport Pool RM 323 - 324	IL_LP_MVR_33	10	1	36.35
20071128		IL_LP_MVR_20071128_CS_32383243_07A	Lockport Pool RM 323 - 324	IL_LP_MVR_33	10	1	10.69
20090211		IL_LP_MVR_20090211_CS_32203230_09A	Lockport Pool RM 323 - 324	IL_LP_MVR_33	10	1	1.01
20090212		IL_LP_MVR_20090212_CS_32303240_09A	Lockport Pool RM 323 - 324	IL_LP_MVR_33	10	1	88.62
20180131		IL_LP_MVR_20180131_CS_32303240_18A	Lockport Pool RM 323 - 324	IL_LP_MVR_33	10	1	76.44
20180131		IL_LP_MVR_20180131_CS_32403248_18A	Lockport Pool RM 323 - 324	IL_LP_MVR_33	10	1	2.73
20040211		IL_LP_MVR_20040211_CS_32353243_04A	Lockport Pool RM 324 - 325.5	IL_LP_MVR_34	10	1	16.16
20040302		IL_LP_MVR_20040302_CS_32433254_04A	Lockport Pool RM 324 - 325.5	IL_LP_MVR_34	10	1	41.04
20071128		IL_LP_MVR_20071128_CS_32383243_07A	Lockport Pool RM 324 - 325.5	IL_LP_MVR_34	10	1	14.19
20090218		IL_LP_MVR_20090218_CS_32403250_09A	Lockport Pool RM 324 - 325.5	IL_LP_MVR_34	10	1	53.94
20180131		IL_LP_MVR_20180131_CS_32403248_18A	Lockport Pool RM 324 - 325.5	IL_LP_MVR_34	10	1	44.79
19970211		IL_MA_MVR_19970211_CS_24422713_97A	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	41.61
19970407		IL_MA_MVR_19970407_CS_24422445_97A	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	7.54
19970408		IL_MA_MVR_19970408_CS_24492455_97A	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	23.5
19970408		IL_MA_MVR_19970408_CS_24552460_97A	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	16.74
19970408		IL_MA_MVR_19970408_CS_24602465_97A	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	1.85
19980408		IL_MA_MVR_19980408_CS_24542460_98A	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	13.87
19980408		IL_MA_MVR_19980408_CS_24592465_98A	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	1.68
19980422		IL_MA_MVR_19980422_CS_24592465_98B	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	1.1
20000619		IL_MA_MVR_20000619_CS_24462452_00A	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	22.83
20010306		IL_MA_MVR_20010306_CS_24472470_01A	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	44.02
20020227		IL_MA_MVR_20020227_CS_24472480_02A	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	47.43
20020925		IL_MA_MVR_20020925_CS_24462470_02C	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	52.89
20030305		IL_MA_MVR_20030305_CS_24462474_03A	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	47.32
20040626		IL_MA_MVR_20040626_CS_24472455_04A	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	31.41
20040913		IL_MA_MVR_20040913_CS_24532456_04B	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	11.15
20050308		IL_MA_MVR_20050308_CS_24462460_05A	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	52.24
20060418		IL_MA_MVR_20060418_CS_24452460_06A	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	52.08
20060801		IL_MA_MVR_20060801_CS_24472460_06B	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	51.74
20070813		IL_MA_MVR_20070813_CS_24462458_07A	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	43.51
20070813		IL_MA_MVR_20070813_CS_24582470_07A	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	6.73
20080602		IL_MA_MVR_20080602_CS_24472453_08A	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	23.1
20081029		IL_MA_MVR_20081029_CS_24472462_08B	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	50.26
20090429		IL_MA_MVR_20090429_CS_24462455_09A	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	32.69
20090429		IL_MA_MVR_20090429_CS_24552470_09A	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	18.4
20100421		IL_MA_MVR_20100421_CS_24472470_10A	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	44.79
20100602		IL_MA_MVR_20100602_CS_24452713_10A	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	5.75
20100809		IL_MA_MVR_20100809_CS_24472533_10A	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	50.04
20100809		IL_MA_MVR_20100809_CS_24472534_10B	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	37.16
20110324		IL_MA_MVR_20110324_CS_24472460_11A	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	47.34
20111108		IL_MA_MVR_20111108_CS_24472460_11B	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	46.57
20120314		IL_MA_MVR_20120314_CS_24452447_12A	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	9.06
20130428		IL_MA_MVR_20130428_CS_24412448_13A	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	3.05
20150917		IL_MA_MVR_20150917_CS_24452460_15A	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	43.82
20160719		IL_MA_MVR_20160719_CS_24462452_16A	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	13.52
20160719		IL_MA_MVR_20160719_CS_24522463_16A	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	23.99
20161207		IL_MA_MVR_20161207_CS_24472460_16A	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	41.82
20170629		IL_MA_MVR_20170629_CS_24462455_17A	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	23.85
20170629		IL_MA_MVR_20170629_CS_24552465_17A	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	13.96
20171107		IL_MA_MVR_20171107_CS_24452460_17B	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	41.24
20200722		IL_MA_MVR_20200722_CS_24472470_20A	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	33.51
20230206		IL_MA_MVR_20230206_CS_24582478_23A	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	6.15
20230207		IL_MA_MVR_20230207_CS_24452458_23A	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	41.13
20231101		IL_MA_MVR_20231101_CS_24482451_23B	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	17.26
20240221		IL_MA_MVR_20240221_CS_24472472_24A	Marseilles Pool RM 244.7 - 246	IL_MA_MVR_1	10	1	49
19970211		IL_MA_MVR_19970211_CS_24422713_97A	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	79.35
19970408		IL_MA_MVR_19970408_CS_24602465_97A	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	40.54
19970409		IL_MA_MVR_19970409_CS_24652471_97A	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	42.92
19980408		IL_MA_MVR_19980408_CS_24592465_98A	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	34.39
19980408		IL_MA_MVR_19980408_CS_24642471_98A	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	37.94
19980422		IL_MA_MVR_19980422_CS_24592465_98B	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	33.8
19980422		IL_MA_MVR_19980422_CS_24652469_98B	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	27.23
19980429		IL_MA_MVR_19980429_CS_24682469_98C	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	3.19
20010306		IL_MA_MVR_20010306_CS_24472470_01A	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	79.74
20011018		IL_MA_MVR_20011018_CS_24692471_01B	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	4.97
20020227		IL_MA_MVR_20020227_CS_24472480_02A	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	79.73
20020718		IL_MA_MVR_20020718_CS_24682470_02D	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	22.66
20020925		IL_MA_MVR_20020925_CS_24462470_02C	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	81.89
20030305		IL_MA_MVR_20030305_CS_24462474_03A	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	85.38
20040707		IL_MA_MVR_20040707_CS_24652472_04A	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	40.05
20050308		IL_MA_MVR_20050308_CS_24602470_05A	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	83.63
20050405		IL_MA_MVR_20050405_CS_24702480_05A	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	1.78
20060418		IL_MA_MVR_20060418_CS_24602470_06A	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	85.41
20060801		IL_MA_MVR_20060801_CS_24602470_06B	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	85.11
20070508		IL_MA_MVR_20070508_CS_24692472_07A	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	3.38
20070813		IL_MA_MVR_20070813_CS_24582470_07A	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	82.02
20080521		IL_MA_MVR_20080521_CS_24652469_08A	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	31.29
20081029		IL_MA_MVR_20081029_CS_24472462_08B	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	17.9
20081029		IL_MA_MVR_20081029_CS_24622472_08B	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	67.12
20090429		IL_MA_MVR_20090429_CS_24552470_09A	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	85.37
20100421		IL_MA_MVR_20100421_CS_24472470_10A	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	81.31
20100602		IL_MA_MVR_20100602_CS_24452713_10A	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	4.81
20100809		IL_MA_MVR_20100809_CS_24472533_10A	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	72.08
20100809		IL_MA_MVR_20100809_CS_24472534_10B	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	64.47
20110328		IL_MA_MVR_20110328_CS_24602470_11A	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	81.03
20111108		IL_MA_MVR_20111108_CS_24602470_11B	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	80.88
20130428		IL_MA_MVR_20130428_CS_24682472_13A	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	17.02
20130508		IL_MA_MVR_20130508_CS_24692471_13A	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	8.24
20130515		IL_MA_MVR_20130515_CS_24692471_13F	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	0	2.67
20150917		IL_MA_MVR_20150917_CS_24452460_15A	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	1.79
20150917		IL_MA_MVR_20150917_CS_24602469_15C	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	68.54
20151007		IL_MA_MVR_20151007_CS_24702472_15A	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	1.04
20160719		IL_MA_MVR_20160719_CS_24522463_16A	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	23.4
20160825		IL_MA_MVR_20160825_CS_24652470_16A	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	41.8
20161207		IL_MA_MVR_20161207_CS_24472460_16A	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	1.95
20161207		IL_MA_MVR_20161207_CS_24602470_16C	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	61.46
20170629		IL_MA_MVR_20170629_CS_24552465_17A	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	68.56
20171107		IL_MA_MVR_20171107_CS_24602468_17B	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	62.97
20180821		IL_MA_MVR_20180821_CS_24662472_18A	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	31.11
20200722		IL_MA_MVR_20200722_CS_24472470_20A	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	79.91
20230206		IL_MA_MVR_20230206_CS_24582478_23A	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	79.06
20230408		IL_MA_MVR_20230408_CS_24602480_23B	Marseilles Pool RM 246 - 247	IL_MA_MVR_2	10	1	80.02
