SURVEYJOBIDPK,SDSID,SDSFEATURENAME,SDSFEATUREDESCRIPTION,SDSMETADATAID,MEDIAIDFK,SURVEYTYPE,SURVEY_YEAR,DATE_START,DATE_END,DN_RIV_MIL,UP_RIV_MIL,RIVER,POOL,SURVEY_VESSEL,SURVEY_LOCATION,DATA_DENSITY,WATER_SURFACE,WS_DATUM,STAGE,LOL_SURFACE,LABOR_SOURCE,PLOT_LINK,POINT_COUNT,Z_MIN,Z_MAX,Z_MEAN,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE
MVRUM22_31583173_03A,,BEEBE UPPER,,,,conditional,2003,20030326,20030326,315.8,317.3,Mississippi_River,22,HINDS,CHANNEL,200,462,MSL 1912,2.5,459.5,Hired_Labor,,13680,-35.53,-3.02,-13.89618275,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31113140_00A,,MCDONALD CHUTE,,,,conditional,2000,20000614,20000614,311.1,314,Mississippi_River,22,COOT,PERIPHERAL,500,465.5,MSL 1912,6,459.5,Hired_Labor,,22106,-37.37,3.85,-10.81519406,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_30533063_11D,,HARRIS ISLAND,,,,conditional,2011,20110809,20110809,305.3,306.3,Mississippi_River,22,COOT,CHANNEL,200,461.2,MSL 1912,1.7,459.5,Hired_Labor,,8667,-27.9,-2.4,-11.02252221,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_32103238_03A,,FABIUS AND ORTON ISLAND BACK CHANNEL,,,,conditional,2003,20030520,20030520,321,323.8,Mississippi_River,22,HINDS,PERIPHERAL,5,470.8,MSL 1912,11.3,459.5,Hired_Labor,,9083,-21.16,6.96,-0.83024221,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM12_55675830_10A,,Pool 12 LTRM Gap Survey,Task Order Eisenbraun_W912EK-10-D-0001_TO1_MR-Bathy,,,conditional,2010,20100519,20100606,556.7,583,Mississippi_River,12,OTHER,CHANNEL,500,,MSL 1912,,592,Commercial,,275883,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_30543061_15A,,Harris Island,,,,conditional,2015,20150721,20150721,305.4,306.1,Mississippi_River,22,COOT,CHANNEL,200,462.6,MSL 1912,3.1,459.5,Hired_Labor,,6628,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31953206_03B,,NE MO POWER LOWER,,,,beforeDredging,2003,20030806,20030812,319.5,320.6,Mississippi_River,22,HINDS,CHANNEL,200,460.6,MSL 1912,1.1,459.5,Hired_Labor,,14132,-25.07,-4.04,-10.90633456,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_30503064_10B,,Harris Island to Cave Hollow,,,,beforeDredging,2010,20100429,20100429,305,306.4,Mississippi_River,22,COOT,CHANNEL,200,462.8,MSL 1912,3.3,459.5,Hired_Labor,,11883,-30.29,3.3,-12.64434234,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31253140_07B,,WHITNEY ISLAND LOWER TO UPPER,,,,conditional,2007,20070911,20070911,312.5,314,Mississippi_River,22,HINDS,CHANNEL,200,462.9,MSL 1912,2.4,459.5,Hired_Labor,,18627,-38.17,2.44,-13.34860203,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31103125_07B,,TURTLE ISLAND TO WHITNEY ISLAND LOWER,,,,conditional,2007,20070522,20070522,311,312.5,Mississippi_River,22,HINDS,CHANNEL,200,462,MSL 1912,2.5,459.5,Hired_Labor,,26055,-42.8,-0.9,-12.66658415,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_30123013_14B,,Lock 22 Upper,,,,examinationSurvey,2014,20140409,20140409,301.2,301.3,Mississippi_River,22,COOT,LOCK_DAM,50,459.1,MSL 1912,-0.4,459.5,Hired_Labor,,2729,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_30523063_11E,,HARRIS ISLAND,,,,conditional,2011,20110819,20110819,305.3,306.2,Mississippi_River,22,COOT,CHANNEL,200,460.3,MSL 1912,0.8,459.5,Hired_Labor,,5779,-20.7,-4.8,-10.80069216,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31153130_08D,,TURTLE ISLAND TO WHITNEY ISLAND LOWER,,,,conditional,2008,20081202,20081202,311.5,313,Mississippi_River,22,HINDS,CHANNEL,100,460.3,MSL 1912,0.8,459.5,Hired_Labor,,31197,-39.24,-3.7,-18.15580537,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31153121_11B,,TURTLE ISLAND,,,,conditional,2011,20110819,20110819,311.5,312.1,Mississippi_River,22,COOT,CHANNEL,200,462.1,MSL 1912,2.6,459.5,Hired_Labor,,5167,-29.2,-2.7,-15.57269208,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31553166_04A,,BEEBE TO BEEBE UPPER,,,,conditional,2004,20040728,20040728,315.5,316.6,Mississippi_River,22,HINDS,CHANNEL,200,462.3,MSL 1912,2.8,459.5,Hired_Labor,,16709,-90.72,-1.74,-15.2105512,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31903205_07A,,N.E. MISSOURI POWER,,,,conditional,2007,20070605,20070605,319,320.5,Mississippi_River,22,HINDS,CHANNEL,200,466.9,MSL 1912,7.4,459.5,Hired_Labor,,13335,-28,2.2,-14.20817398,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_30533066_11G,,HARRIS ISLAND TO CAVE HOLLOW,,,,conditional,2011,20111012,20111012,305.3,306.6,Mississippi_River,22,HINDS,CHANNEL,200,459.4,MSL 1912,0.1,459.5,Hired_Labor,,16954,-29.2,-5,-12.41960599,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRDMSV_POOLXSEC_14B,,Saylorville Pool Sedimentation Cross Sections - Upper Reach,,,,controlledSurvey,2014,20140528,20140530,,,Des_Moines_River,SV,COOT,CHANNEL,400,838.4,NGVD 29,2.4,836,Hired_Labor,,112465,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRDMSV_POOLXSEC_14A,,Saylorville Pool Sedimentation Cross Sections - Lower Reach,,,,controlledSurvey,2014,20140520,20140523,,,Des_Moines_River,SV,COOT,CHANNEL,400,838.2,NGVD 29,2.2,836,Hired_Labor,,57235,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31503170_08A,,BEEBE TO BEEBE UPPER,,,,conditional,2008,20080812,20080812,315,317,Mississippi_River,22,HINDS,CHANNEL,200,461.9,MSL 1912,2.4,459.5,Hired_Labor,,29659,-34.64,-1.19,-15.71273543,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31153130_03A,,TURTLE ISLAND TO WHITNEY ISLAND LOWER,,,,conditional,2003,20030403,20030403,311.5,313,Mississippi_River,22,HINDS,CHANNEL,200,460.7,MSL 1912,1.2,459.5,Hired_Labor,,8955,-37.14,-4.2,-14.57511893,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31103125_07D,,TURTLE ISLAND TO WHITNEY ISLAND LOWER,,,,beforeDredging,2007,20070911,20070911,311,312.5,Mississippi_River,22,HINDS,CHANNEL,200,461.5,MSL 1912,2,459.5,Hired_Labor,,20000,-33.23,-4.82,-14.6149265,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31943205_09C,,NE MO POWER LOWER,,,,beforeDredging,2009,20090826,20090826,319.4,320.5,Mississippi_River,22,HINDS,CHANNEL,200,462.3,MSL 1912,2.8,459.5,Hired_Labor,,17718,-25.6,-3.8,-10.25497122,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31053120_03A,,TURTLE ISLAND,,,,conditional,2003,20030513,20030513,310.4,312,Mississippi_River,22,HINDS,CHANNEL,5,464.8,MSL 1912,5.3,459.5,Hired_Labor,,79122,-53.15,-5.45,-16.00666212,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31203140_04A,,WHITNEY ISLAND LOWER TO WHITNEY ISLAND UPPER,,,,conditional,2004,20040615,20040615,312,314,Mississippi_River,22,HINDS,CHANNEL,200,469.3,MSL 1912,9.8,459.5,Hired_Labor,,13143,-39.47,-1.67,-14.12635395,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31253140_07A,,WHITNEY ISLAND LOWER TO UPPER,,,,conditional,2007,20070604,20070604,312.5,314,Mississippi_River,22,HINDS,CHANNEL,200,464.2,MSL 1912,4.7,459.5,Hired_Labor,,9402,-38.9,-4,-15.97104871,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_30533064_13C,,Harris Island,,,,beforeDredging,2013,20130723,20130723,305.3,306.4,Mississippi_River,22,HINDS,CHANNEL,50,461.2,MSL 1912,1.7,459.5,Hired_Labor,,26651,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31933208_15A,,NE MO Power Lower to NE MO Power Upper,,,,conditional,2015,20150804,20150804,319.3,320.8,Mississippi_River,22,HINDS,CHANNEL,200,464.7,MSL 1912,5.2,459.5,Hired_Labor,,31135,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_30093014_04A,,Lock 22 Upper,,,,examinationSurvey,2004,20040304,20040304,301.2,301.2,Mississippi_River,22,COOT,LOCK_DAM,100,459.8,MSL 1912,0.3,459.5,Hired_Labor,,20300,-41.73,-6.2,-26.76391009,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_32173218_03A,,WINGDAM 29L,,,,conditional,2003,20030521,20030521,321.7,321.8,Mississippi_River,22,HINDS,PERIPHERAL,5,470.8,MSL 1912,11.3,459.5,Hired_Labor,,5348,-19.95,5.54,-2.33621728,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_30633073_12A,,Cave Hollow,,,,conditional,2012,20120517,20120517,306.3,307.3,Mississippi_River,22,HINDS,CHANNEL,200,461.3,MSL 1912,1.8,459.5,Hired_Labor,,13762,-33.6,-1.3,-15.01964104,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31933208_15A,,NE MO Power Lower to NE MO Power Upper,,,,conditional,2015,20150617,20150617,319.3,320.8,Mississippi_River,22,HINDS,CHANNEL,200,473.4,MSL 1912,13.9,459.5,Hired_Labor,,48070,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_30703088_01A,,KING'S ISLAND BACKWATER,,,,conditional,2001,20010530,20010530,307,308.8,Mississippi_River,22,SWEATT,PERIPHERAL,100,465.5,MSL 1912,6,459.5,Hired_Labor,,6597,-23.54,2.8,-7.00399576,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31053142_01B,,TURTLE ISLAND TO WHITNEY UPPER,,,,beforeDredging,2001,20010627,20010627,310.5,314.2,Mississippi_River,22,SWEATT,CHANNEL,200,467.2,MSL 1912,7.7,459.5,Hired_Labor,,42764,-44.21,4.28,-13.10359625,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_30543064_11B,,HARRIS ISLAND TO CAVE HOLLOW,,,,conditional,2011,20110524,20110524,305.4,306.4,Mississippi_River,22,COOT,CHANNEL,200,462.9,MSL 1912,3.4,459.5,Hired_Labor,,7922,-24.7,-4.3,-11.68812169,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_30123012_04A,,LOCK CHAMBER UPPER MITRE GATE,,,,conditional,2004,20040304,20040304,301.2,301.2,Mississippi_River,22,COOT,PERIPHERAL,100,459.8,MSL 1912,0.3,459.5,Hired_Labor,,1311,-25.3,-17.3,-21.37517986,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_30173022_15B,,Lock 22 Upper Cell,,,,conditional,2015,20150805,20150805,301.7,302.2,Mississippi_River,22,HINDS,PERIPHERAL,5,458.9,MSL 1912,0.4,459.5,Hired_Labor,,172124,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31923204_02C,,NE MO POWER,,,,beforeDredging,2002,20020925,20020925,319.2,320.4,Mississippi_River,22,SWEATT,CHANNEL,200,461.4,MSL 1912,1.9,459.5,Hired_Labor,,3983,-26.7,-1.44,-12.84761988,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_30643068_00C,,CAVE HOLLOW,,,,conditional,2000,20001012,20001012,306.4,306.8,Mississippi_River,22,COOT,CHANNEL,100,460.1,MSL 1912,0.6,459.5,Hired_Labor,,10568,-19.2,-1.9,-11.97668906,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_30883088_01B,,HANNIBAL MARINA,,,,conditional,2001,20011114,20011114,308.8,308.8,Mississippi_River,22,COOT,PERIPHERAL,25,459.7,MSL 1912,0.2,459.5,Hired_Labor,,16647,-26.3,0,-4.35823752,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_30603072_00B,,CAVE HOLLOW,,,,beforeDredging,2000,20001010,20001010,305.9,307.2,Mississippi_River,22,COOT,CHANNEL,100,459.9,MSL 1912,0.4,459.5,Hired_Labor,,38997,-26.11,-4.39,-12.58594328,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31063120_09A,,TURTLE ISLAND,,,,conditional,2009,20090616,20090616,310.6,312,Mississippi_River,22,HINDS,CHANNEL,200,462.6,MSL 1912,3.1,459.5,Hired_Labor,,19219,-32,0,-15.51538061,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_30593072_00D,,CAVE HOLLOW,,,,conditional,2000,20001205,20001206,305.9,307.2,Mississippi_River,22,SWEATT,CHANNEL,100,459.7,MSL 1912,0.2,459.5,Hired_Labor,,63517,-27.3,-2.1,-12.25841444,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31203130_09D,,WHITNEY ISLAND LOWER,,,,conditional,2009,20091014,20091014,313,312,Mississippi_River,22,HINDS,CHANNEL,100,460.6,MSL 1912,1.1,459.5,Hired_Labor,,23012,-178,1.2,-19.1334608,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_32463248_15A,,Lock 21 Lower,,,,conditional,2015,20150331,20150331,324.6,324.8,Mississippi_River,22,HINDS,CHANNEL,25,462.8,MSL 1912,3.3,459.5,Hired_Labor,,4446,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_30633068_01D,,CAVE HOLLOW,,,,conditional,2001,20010924,20010924,306.3,306.8,Mississippi_River,22,SWEATT,CHANNEL,50,459.6,MSL 1912,0.1,459.5,Hired_Labor,,4848,-17.7,-1.5,-11.42988861,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_30883088_06A,,HANNIBAL MARINA,,,,conditional,2006,20060412,20060412,308.8,308.8,Mississippi_River,22,COOT,PERIPHERAL,100,465.1,MSL 1912,5.6,459.5,Hired_Labor,,1131,-8.7,5.7,-2.60893015,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31203142_99B,,Whitney Island Lower,,,,afterDredging,1999,19990928,19990928,312,314.2,Mississippi_River,22,SWEATT,CHANNEL,200,460.4,MSL 1912,0.9,459.5,Hired_Labor,,17322,-43.34,-3.63,-15.08008313,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_30173025_11B,,Lock 22 Upper to Saverton,,,,conditional,2011,20110630,20110630,301.7,302.5,Mississippi_River,22,HINDS,CHANNEL,200,465.8,MSL 1912,6.3,459.5,Hired_Labor,,10304,-39.3,2.3,-15.1314441,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31153128_04E,,TURTLE ISLAND,,,,conditional,2004,20040908,20040908,311.5,312.7,Mississippi_River,22,HINDS,CHANNEL,200,460,MSL 1912,0.5,459.5,Hired_Labor,,19406,-39.24,-5.28,-16.22717355,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31143120_04B,,TURTLE ISLAND,,,,conditional,2004,20040728,20040728,311.4,312,Mississippi_River,22,HINDS,CHANNEL,200,461.2,MSL 1912,1.7,459.5,Hired_Labor,,7176,-24.34,-6.43,-12.86585424,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_32473248_11A,,Lock 21 Lower,,,,conditional,2011,20111012,20111012,324.7,324.8,Mississippi_River,22,HINDS,CHANNEL,50,460.7,MSL 1912,1.2,459.5,Hired_Labor,,1040,-27.79,-2.66,-12.53325962,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_30183021_13A,,Lock 22 Upper,,,,conditional,2013,20130910,20130910,301.8,302.1,Mississippi_River,22,HINDS,CHANNEL,100,459.7,MSL 1912,0.2,459.5,Hired_Labor,,6184,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31253140_05C,,WHITNEY LOWER TO WHITNEY UPPER,,,,beforeDredging,2005,20050727,20050727,312.5,314,Mississippi_River,22,HOLLING,CHANNEL,200,460.2,MSL 1912,0.8,459.5,Hired_Labor,,16494,-38.98,-4.36,-15.3825003,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_30553071_05A,,HARRIS ISLAND TO CAVE HOLLOW,,,,conditional,2005,20050511,20050511,305.5,305.5,Mississippi_River,22,HINDS,CHANNEL,200,460.5,MSL 1912,1,459.5,Hired_Labor,,22408,-35.2,-5.71,-12.57887763,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31953201_07D,,NE MO POWER LOWER,,,,beforeDredging,2007,20071011,20071011,319.5,320.2,Mississippi_River,22,HINDS,CHANNEL,5,465.5,MSL 1912,6,459.5,Hired_Labor,,14252,-16.57,-3.54,-9.68382052,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_32473249_03A,,Lock 21 Lower,,,,examinationSurvey,2003,20031104,20031104,324.6,324.8,Mississippi_River,22,HOLLING,PERIPHERAL,50,461.8,MSL 1912,2.3,459.5,Hired_Labor,,11018,-44.59,-5.02,-23.12469777,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31183120_07E,,TURTLE ISLAND,,,,beforeDredging,2007,20071023,20071023,311.7,312,Mississippi_River,22,HINDS,CHANNEL,5,464.8,MSL 1912,5.3,459.5,Hired_Labor,,3052,-15.09,-7.45,-11.73106488,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_30093014_07A,,Lock 22 Upper,,,,examinationSurvey,2007,20071205,20071205,301.2,301.4,Mississippi_River,22,HINDS,PERIPHERAL,50,459.3,MSL 1912,0.2,459.5,Hired_Labor,,20846,-40.43,-4.77,-28.32518203,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31103125_13A,,Turtle Island to Whitney Island Lower,,,,conditional,2013,20130403,20130403,311,312.5,Mississippi_River,22,HINDS,CHANNEL,200,461.5,MSL 1912,2,459.5,Hired_Labor,,7895,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31423166_00A,,WHITNEY ISLAND BACK CHUTE,,,,conditional,2000,20000327,20000327,314.2,316.6,Mississippi_River,22,COOT,PERIPHERAL,100,460.7,MSL 1912,1.2,459.5,Hired_Labor,,13253,-28.38,-1.12,-5.76694484,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31253140_08A,,Whitney Island Lower to Whitney Island Upper,,,,conditional,2008,20080806,20080806,312.5,314,Mississippi_River,22,HINDS,CHANNEL,200,462.7,MSL 1912,3.2,459.5,Hired_Labor,,23042,-31.9,-3.6,-14.93455907,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_30533063_13B,,Harris Island,,,,conditional,2013,20130717,20130717,305.3,306.3,Mississippi_River,22,HINDS,CHANNEL,200,462.3,MSL 1912,2.8,459.5,Hired_Labor,,10160,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31253140_06A,,WHITNEY ISLAND LOWER TO WHITNEY ISLAND UPPER,,,,conditional,2006,20060615,20060615,312.5,314,Mississippi_River,22,HINDS,CHANNEL,200,460.9,MSL 1912,1.4,459.5,Hired_Labor,,20478,-37.86,-2.72,-15.07104844,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31933208_12B,,NE MO Power Lower to NE MO Power Upper,,,,conditional,2012,20120807,20120807,319.3,320.8,Mississippi_River,22,HINDS,CHANNEL,200,460.6,MSL 1912,1.1,459.5,Hired_Labor,,12566,-25.3,-3.9,-13.86632978,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31943212_13A,,NE MO Power Lower to NE MO Power Upper,,,,conditional,2013,20130403,20130403,319.4,321.2,Mississippi_River,22,HINDS,CHANNEL,200,464.5,MSL 1912,5,459.5,Hired_Labor,,8075,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31143122_01D,,TURTLE ISLAND,,,,conditional,2001,20010730,20010730,311.4,312.2,Mississippi_River,22,SWEATT,CHANNEL,200,461.4,MSL 1912,1.9,459.5,Hired_Labor,,7923,-35.2,-0.41,-12.58847028,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31083120_15A,,Turtle Island,,,,conditional,2015,20150617,20150617,310.8,312,Mississippi_River,22,HINDS,CHANNEL,200,469,MSL 1912,9.5,459.5,Hired_Labor,,32551,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_30153025_11C,,Lock 22 Upper to Saverton,,,,conditional,2011,20110809,20110809,301.5,302.5,Mississippi_River,22,COOT,CHANNEL,200,459.6,MSL 1912,0.1,459.5,Hired_Labor,,9803,-32,0.1,-15.80221361,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_30123015_05A,,Lock 22 Upper,,,,conditional,2005,20050829,20050829,301.2,301.5,Mississippi_River,22,HINDS,CHANNEL,5,459.7,MSL 1912,0.2,459.5,Hired_Labor,,15592,-30.71,-5.05,-22.02352745,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_30483058_15E,,Harris Island,,,,conditional,2015,20151020,20151020,304.8,305.8,Mississippi_River,22,HINDS,CHANNEL,200,459.8,MSL 1912,0.3,459.5,Hired_Labor,,28592,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_30543066_09D,,Harris Island to Cave Hollow,,,,conditional,2009,20090827,20090827,305.4,306.6,Mississippi_River,22,HINDS,CHANNEL,200,459.7,MSL 1912,0.2,459.5,Hired_Labor,,11646,-17,-3.4,-11.58827924,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_32463249_06A,,Lock 21 Lower,,,,examinationSurvey,2006,20060822,20060822,324.6,324.8,Mississippi_River,22,HINDS,LOCK_DAM,50,460.1,MSL 1912,0.6,459.5,Hired_Labor,,14995,-44.46,-4.63,-21.09962521,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_30603070_01E,,CAVE HOLLOW,,,,conditional,2001,20011002,20011002,306,307,Mississippi_River,22,SWEATT,CHANNEL,200,459.7,MSL 1912,0.2,459.5,Hired_Labor,,12747,-23.2,-2.1,-11.03292932,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_32463251_07A,,Lock 21 Lower,,,,examinationSurvey,2007,20071204,20071204,324.9,325.1,Mississippi_River,22,HINDS,PERIPHERAL,50,469.8,MSL 1912,0.2,459.5,Hired_Labor,,25529,-44.99,1.23,-21.63928577,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_30243024_99A,,Wingdam 11R,,,,conditional,1999,19990707,19990707,302.4,302.4,Mississippi_River,22,SWEATT,PERIPHERAL,50,460.1,MSL 1912,0.6,459.5,Hired_Labor,,3463,-28.9,-1.1,-14.70359515,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31353150_09A,,WHITNEY ISLAND UPPER,,,,conditional,2009,20090617,20090617,313.5,315,Mississippi_River,22,HINDS,CHANNEL,200,464.2,MSL 1912,4.7,459.5,Hired_Labor,,25443,-39.3,-3.1,-15.40050309,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31963204_09E,,NE MO POWER LOWER,,,,conditional,2009,20091008,20091008,320.4,319.6,Mississippi_River,22,HINDS,CHANNEL,50,462,MSL 1912,2.5,459.5,Hired_Labor,,18619,-19.52,-5.22,-10.69521886,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31233140_11A,,WHITNEY ISLAND LOWER TO WHITNEY ISLAND UPPER,,,,conditional,2011,20110525,20110525,312.3,314,Mississippi_River,22,COOT,CHANNEL,200,466.3,MSL 1912,6.8,459.5,Hired_Labor,,10447,-39.7,-3.2,-15.84023165,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_30603067_04F,,HARRIS ISLAND TO CAVE HOLLOW,,,,conditional,2004,20040907,20040907,306,306.7,Mississippi_River,22,HINDS,CHANNEL,200,459.8,MSL 1912,0.3,459.5,Hired_Labor,,14090,-34.58,-2.95,-12.29410717,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_31133123_11A,,TURTLE ISLAND TO WHITNEY ISLAND LOWER,,,,conditional,2011,20110524,20110524,311.3,312.3,Mississippi_River,22,COOT,CHANNEL,200,465.6,MSL 1912,6,459.5,Hired_Labor,,5449,-28.9,-2.2,-16.19805469,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM22_32073208_03A,,WINGDAM 33L,,,,conditional,2003,20030519,20030519,320.7,320.8,Mississippi_River,22,HINDS,PERIPHERAL,5,470,MSL 1912,10.5,459.5,Hired_Labor,,10657,-22.64,3.74,-5.56510932,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
